survey_id,survey_date,survey_persons,survey_start,survey_end,parliament_id,parliament_name,institute_id,institute_name,tasker_id,tasker_name,result_ssw,result_tierschutzpartei,result_fdp,result_die-partei,result_familie,result_bvb-fw,result_cdu-csu,result_biw,result_cdu,result_gruene,result_werteunion,result_bfth,result_linke,result_bayernpartei,result_piraten,result_sonstige,result_freie-waehler,result_bsw,result_volt,result_plus-brandenburg,result_npd,result_spd,result_bunt-saar,result_oedp,result_afd,result_csu
3206,2023-10-02,5001,2023-09-24,2023-10-01,bayern,Bayerischer Landtag,civey,Civey,spiegel-online-augsburger-allgemeine,Spiegel Online / Augsburger Allgemeine,,,4.0,,,,,,,15.0,,,1.0,,,5.0,15.0,,,,,9.0,,,14.0,37.0
3205,2023-10-02,1000,2023-09-24,2023-10-02,hamburg,Hamburgische Bürgerschaft,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,3.0,,,,,,21.0,21.5,,,8.5,,,8.5,,,,,,24.5,,,13.0,
3204,2023-10-02,1000,2023-09-24,2023-10-02,schleswig-holstein,Landtag von Schleswig-Holstein,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,9.0,,5.0,,,,,,32.5,18.0,,,1.5,,,5.0,,,,,,14.0,,,15.0,
3202,2023-10-02,2004,2023-09-26,2023-09-29,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,5.0,,,,28.0,,,14.0,,,4.0,,,11.0,,,,,,18.0,,,20.0,
3201,2023-10-02,2010,2023-09-29,2023-10-02,bundestag,Bundestag,insa,INSA,bild,BILD,,,7.0,,,,26.5,,,13.5,,,5.0,,,5.5,2.5,,,,,18.0,,,22.0,
3203,2023-10-01,2900,2023-09-24,2023-10-01,hessen,Hessischer Landtag,civey,Civey,spiegel-online,Spiegel Online,,,6.0,,,,,,31.0,18.0,,,4.0,,,10.0,,,,,,16.0,,,15.0,
3200,2023-09-30,1356,2023-09-20,2023-09-26,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,7.0,,,,27.0,,,15.0,,,5.0,,,9.0,,,,,,16.0,,,21.0,
3199,2023-09-30,1206,2023-09-25,2023-09-29,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,26.0,,,14.0,,,5.0,,,5.0,3.0,,,,,18.0,,,22.0,
3198,2023-09-29,1222,2023-09-25,2023-09-28,bayern,Bayerischer Landtag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,4.0,,,,,,,16.0,,,,,,6.0,15.0,,,,,9.0,,,14.0,36.0
3197,2023-09-29,1041,2023-09-25,2023-09-28,hessen,Hessischer Landtag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,5.0,,,,,,32.0,17.0,,,3.0,,,6.0,4.0,,,,,17.0,,,16.0,
3196,2023-09-28,1302,2023-09-25,2023-09-27,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,6.0,,,,28.0,,,14.0,,,4.0,,,7.0,3.0,,,,,16.0,,,22.0,
3195,2023-09-28,1512,2023-09-25,2023-09-27,bayern,Bayerischer Landtag,infratest-dimap,Infratest dimap,ard,ARD,,,4.0,,,,,,,15.0,,,,,,6.0,16.0,,,,,9.0,,,14.0,36.0
3194,2023-09-28,1515,2023-09-25,2023-09-27,hessen,Hessischer Landtag,infratest-dimap,Infratest dimap,ard,ARD,,,6.0,,,,,,31.0,17.0,,,4.0,,,7.0,4.0,,,,,16.0,,,15.0,
3193,2023-09-27,1000,2023-09-18,2023-09-26,berlin,Berliner Abgeordnetenhaus,insa,INSA,bild-b-z,BILD / B.Z.,,,5.0,,,,,,26.0,18.0,,,10.0,,,10.0,,,,,,17.0,,,14.0,
3192,2023-09-27,1162,2023-09-21,2023-09-25,baden-wuerttemberg,Landtag von Baden-Württemberg,infratest-dimap,Infratest dimap,swr-stuttgarter-zeitung,SWR / Stuttgarter Zeitung,,,8.0,,,,,,29.0,22.0,,,,,,9.0,,,,,,12.0,,,20.0,
3191,2023-09-26,1000,2023-09-22,2023-09-26,hessen,Hessischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.0,,,,,,30.5,18.0,,,2.5,,,6.5,4.0,,,,,16.0,,,17.5,
3190,2023-09-26,2503,2023-09-19,2023-09-25,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,6.0,,,,27.0,,,14.0,,,4.0,,,11.0,,,,,,17.0,,,21.0,
3189,2023-09-26,2003,2023-09-22,2023-09-25,bundestag,Bundestag,insa,INSA,bild,BILD,,,6.5,,,,27.0,,,13.5,,,5.0,,,6.0,3.0,,,,,17.5,,,21.5,
3188,2023-09-25,1200,2023-09-24,2023-09-25,bundestag,Bundestag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,6.5,,,,24.0,,,15.0,,,3.5,,,9.5,,,,,,18.5,,,23.0,
3187,2023-09-23,1370,2023-09-13,2023-09-19,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,7.0,,,,27.0,,,15.0,,,4.0,,,9.0,,,,,,17.0,,,21.0,
3186,2023-09-23,1203,2023-09-18,2023-09-22,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,6.0,,,,27.0,,,14.0,,,5.0,,,6.0,3.0,,,,,17.0,,,22.0,
3185,2023-09-21,1030,2023-09-04,2023-09-15,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,7.0,,,,30.0,,,14.0,,,5.0,,,7.0,,,,,,18.0,,,19.0,
3184,2023-09-21,5002,2023-09-13,2023-09-20,bayern,Bayerischer Landtag,civey,Civey,spiegel-online-augsburger-allgemeine,Spiegel Online / Augsburger Allgemeine,,,4.0,,,,,,,14.0,,,2.0,,,6.0,14.0,,,,,9.0,,,13.0,38.0
3183,2023-09-20,1021,2023-09-14,2023-09-20,bayern,Bayerischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,3.0,,,,,,,15.0,,,1.0,,,4.5,17.5,,,,,8.5,,,13.5,37.0
3182,2023-09-19,2008,2023-09-15,2023-09-18,bundestag,Bundestag,insa,INSA,bild,BILD,,,6.0,,,,26.5,,,14.5,,,5.0,,,6.5,3.5,,,,,17.0,,,21.0,
3181,2023-09-19,2504,2023-09-12,2023-09-18,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,6.0,,,,27.0,,,14.0,,,4.0,,,10.0,,,,,,17.0,,,22.0,
3180,2023-09-19,1182,2023-09-13,2023-09-16,mecklenburg-vorpommern,Landtag von Mecklenburg-Vorpommern,infratest-dimap,Infratest dimap,ndr,NDR,,,3.0,,,,,,18.0,8.0,,,8.0,,,8.0,,,,,,23.0,,,32.0,
3179,2023-09-19,1004,2023-09-13,2023-09-18,bayern,Bayerischer Landtag,gms,GMS,sat-1-bayern,SAT.1 Bayern,,,3.0,,,,,,,14.0,,,1.0,1.0,,5.0,17.0,,,,,9.0,,,14.0,36.0
3178,2023-09-19,1002,2023-09-13,2023-09-18,bundestag,Bundestag,gms,GMS,gms,GMS,,,6.0,,,,27.0,,,15.0,,,4.0,,,9.0,,,,,,16.0,,,23.0,
3177,2023-09-16,1204,2023-09-11,2023-09-15,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,6.0,,,,27.0,,,15.0,,,5.0,,,6.0,3.0,,,,,17.0,,,21.0,
3176,2023-09-16,1442,2023-09-06,2023-09-12,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,7.0,,,,26.0,,,15.0,,,5.0,,,9.0,,,,,,16.0,,,22.0,
3175,2023-09-16,1000,2023-09-07,2023-09-13,thueringen,Thüringischer Landtag,insa,INSA,funke-medien-thueringen,FUNKE Medien Thüringen,,,4.0,,,,,,21.0,6.0,,,22.0,,,5.0,,,,,,10.0,,,32.0,
3174,2023-09-15,1200,2023-09-09,2023-09-13,hessen,Hessischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.0,,,,,,30.0,17.0,,,2.0,,,4.5,4.0,,,,,20.0,,,17.5,
3173,2023-09-15,1201,2023-09-12,2023-09-14,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,6.0,,,,26.0,,,16.0,,,5.0,,,6.0,3.0,,,,,17.0,,,21.0,
3172,2023-09-15,1222,2023-09-12,2023-09-13,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-morgenmagazin,ARD-Morgenmagazin,,,7.0,,,,28.0,,,15.0,,,4.0,,,8.0,,,,,,16.0,,,22.0,
3171,2023-09-14,1170,2023-09-05,2023-09-09,hessen,Hessischer Landtag,infratest-dimap,Infratest dimap,hessischer-rundfunk,Hessischer Rundfunk,,,5.0,,,,,,31.0,17.0,,,3.0,,,6.0,3.0,,,,,18.0,,,17.0,
3170,2023-09-13,1160,2023-09-08,2023-09-11,brandenburg,Brandenburgischer Landtag,infratest-dimap,Infratest dimap,rbb-brandenburg-aktuell-antenne-brandenburg,RBB Brandenburg aktuell / Antenne Brandenburg,,,4.0,,,6.0,,,18.0,8.0,,,8.0,,,4.0,,,,,,20.0,,,32.0,
3169,2023-09-13,1000,2023-09-04,2023-09-11,hessen,Hessischer Landtag,insa,INSA,bild,BILD,,,6.0,,,,,,29.0,19.0,,,3.0,,,4.0,4.0,,,,,20.0,,,15.0,
3168,2023-09-12,1171,2023-09-05,2023-09-09,bayern,Bayerischer Landtag,infratest-dimap,Infratest dimap,bayerischer-rundfunk,Bayerischer Rundfunk,,,3.0,,,,,,,15.0,,,,,,7.0,17.0,,,,,9.0,,,13.0,36.0
3166,2023-09-12,2505,2023-09-05,2023-09-11,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,7.0,,,,27.0,,,13.0,,,4.0,,,11.0,,,,,,17.0,,,21.0,
3167,2023-09-11,2002,2023-09-08,2023-09-11,bundestag,Bundestag,insa,INSA,bild,BILD,,,7.0,,,,26.5,,,14.0,,,4.5,,,8.0,,,,,,18.0,,,22.0,
3165,2023-09-09,1201,2023-09-04,2023-09-08,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,27.0,,,13.0,,,5.0,,,8.0,,,,,,18.0,,,22.0,
3164,2023-09-09,1441,2023-08-30,2023-09-05,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,6.0,,,,26.0,,,15.0,,,5.0,,,10.0,,,,,,17.0,,,21.0,
3163,2023-09-08,2000,2023-09-01,2023-09-03,bundestag,Bundestag,ipsos,Ipsos,ipsos,Ipsos,,,8.0,,,,26.0,,,14.0,,,6.0,,,8.0,,,,,,17.0,,,21.0,
3162,2023-09-08,1833,2023-09-01,2023-09-06,bundestag,Bundestag,yougov,YouGov,yougov,YouGov,,,5.0,,,,29.0,,,14.0,,,5.0,,,8.0,1.0,,,,,16.0,,,23.0,
3161,2023-09-08,1107,2023-09-04,2023-09-07,hessen,Hessischer Landtag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,6.0,,,,,,30.0,19.0,,,3.0,,,7.0,,,,,,19.0,,,16.0,
3160,2023-09-08,1254,2023-09-04,2023-09-07,bayern,Bayerischer Landtag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,4.0,,,,,,,16.0,,,,,,7.0,16.0,,,,,9.0,,,12.0,36.0
3159,2023-09-07,1004,2023-09-04,2023-09-07,bayern,Bayerischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,3.5,,,,,,,13.5,,,1.0,,,4.0,15.5,,,,,6.5,,,15.0,41.0
3158,2023-09-07,5003,2023-08-30,2023-09-06,bayern,Bayerischer Landtag,civey,Civey,spiegel-online-augsburger-allgemeine,Spiegel Online / Augsburger Allgemeine,,,4.0,,,,,,,15.0,,,1.0,,,5.0,12.0,,,,,10.0,,,17.0,36.0
3157,2023-09-06,1003,2023-09-04,2023-09-06,bayern,Bayerischer Landtag,gms,GMS,sat-1-bayern,SAT.1 Bayern,,,4.0,,,,,,,13.0,,,1.0,1.0,,5.0,16.0,,,,,8.0,,,14.0,38.0
3156,2023-09-05,1000,2023-09-01,2023-09-05,bayern,Bayerischer Landtag,insa,INSA,bild,BILD,,,4.0,,,,,,,14.0,,,2.0,,,5.0,15.0,,,,,9.0,,,14.0,37.0
3155,2023-09-05,2506,2023-08-29,2023-09-04,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,7.0,,,,27.0,,,14.0,,,4.0,,,11.0,,,,,,16.0,,,21.0,
3154,2023-09-04,2010,2023-09-01,2023-09-04,bundestag,Bundestag,insa,INSA,bild,BILD,,,7.5,,,,26.5,,,13.5,,,4.5,,,9.0,,,,,,17.5,,,21.5,
3153,2023-09-04,1400,2023-08-31,2023-09-04,bayern,Bayerischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,4.0,,,,,,,12.5,,,1.0,,,4.0,11.5,,,,,10.0,,,15.0,42.0
3152,2023-09-03,1100,2023-08-27,2023-09-02,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,4.5,,,,,,33.5,16.5,,,2.0,,,6.0,,,,,,19.5,,,18.0,
3150,2023-09-02,1195,2023-08-28,2023-09-01,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,27.0,,,13.0,,,5.0,,,9.0,,,,,,18.0,,,21.0,
3149,2023-09-02,1330,2023-08-23,2023-08-29,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,7.0,,,,25.0,,,15.0,,,5.0,,,10.0,,,,,,18.0,,,20.0,
3151,2023-08-31,3002,2023-08-24,2023-08-31,hessen,Hessischer Landtag,civey,Civey,spiegel-online,Spiegel Online,,,6.0,,,,,,29.0,20.0,,,3.0,,,8.0,,,,,,18.0,,,16.0,
3147,2023-08-31,1500,2023-08-11,2023-08-22,sachsen,Sächsischer Landtag,insa,INSA,saechsische-zeitung-freie-presse-leipziger-volkszeitung,Sächsische Zeitung / Freie Presse / Leipziger Volkszeitung,,,5.0,,,,,,29.0,6.0,,,9.0,,,9.0,,,,,,7.0,,,35.0,
3145,2023-08-31,1310,2023-08-28,2023-08-30,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,6.0,,,,29.0,,,14.0,,,4.0,,,9.0,,,,,,16.0,,,22.0,
3146,2023-08-30,1000,2023-08-25,2023-08-29,hessen,Hessischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.5,,,,,,29.0,16.0,,,2.0,,,5.0,4.5,,,,,20.0,,,18.0,
3144,2023-08-29,2504,2023-08-22,2023-08-28,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,7.0,,,,26.0,,,14.0,,,4.0,,,11.0,,,,,,17.0,,,21.0,
3148,2023-08-28,2006,2023-08-25,2023-08-28,bundestag,Bundestag,insa,INSA,bild,BILD,,,7.0,,,,26.5,,,14.5,,,4.5,,,8.5,,,,,,18.0,,,21.0,
3143,2023-08-27,1200,2023-08-22,2023-08-27,bundestag,Bundestag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,7.5,,,,25.0,,,13.0,,,4.0,,,8.0,,,,,,20.5,,,22.0,
3142,2023-08-26,1285,2023-08-21,2023-08-25,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,27.0,,,14.0,,,5.0,,,8.0,,,,,,18.0,,,21.0,
3141,2023-08-26,1435,2023-08-16,2023-08-22,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,7.0,,,,26.0,,,14.0,,,5.0,,,10.0,,,,,,18.0,,,20.0,
3140,2023-08-25,1005,2023-08-21,2023-08-23,hessen,Hessischer Landtag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,faz-hitradio-ffh,FAZ / Hitradio FFH,,,6.0,,,,,,31.0,18.0,,,3.0,,,7.0,,,,,,20.0,,,15.0,
3139,2023-08-24,5502,2023-08-09,2023-08-23,bayern,Bayerischer Landtag,civey,Civey,spiegel-online-augsburger-allgemeine,Spiegel Online / Augsburger Allgemeine,,,4.0,,,,,,,15.0,,,2.0,,,6.0,12.0,,,,,10.0,,,13.0,38.0
3138,2023-08-23,1026,2023-08-04,2023-08-16,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,7.0,,,,29.0,,,14.0,,,5.0,,,7.0,,,,,,19.0,,,19.0,
3137,2023-08-22,2506,2023-08-15,2023-08-21,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,7.0,,,,26.0,,,14.0,,,4.0,,,11.0,,,,,,18.0,,,20.0,
3136,2023-08-21,2008,2023-08-18,2023-08-21,bundestag,Bundestag,insa,INSA,bild,BILD,,,8.0,,,,26.5,,,14.0,,,5.0,,,7.5,,,,,,18.5,,,20.5,
3135,2023-08-20,1892,2023-08-14,2023-08-19,bayern,Bayerischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,3.0,,,,,,,12.5,,,1.0,,,4.0,13.5,,,,,11.0,,,18.0,37.0
3134,2023-08-19,1426,2023-08-09,2023-08-15,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,7.0,,,,26.0,,,15.0,,,5.0,,,10.0,,,,,,18.0,,,19.0,
3133,2023-08-19,1203,2023-08-14,2023-08-18,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,8.0,,,,27.0,,,14.0,,,5.0,,,7.0,,,,,,18.0,,,21.0,
3132,2023-08-18,1288,2023-08-15,2023-08-17,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,7.0,,,,26.0,,,15.0,,,5.0,,,8.0,,,,,,19.0,,,20.0,
3131,2023-08-18,1216,2023-08-15,2023-08-16,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-morgenmagazin,ARD-Morgenmagazin,,,7.0,,,,27.0,,,14.0,,,4.0,,,10.0,,,,,,17.0,,,21.0,
3130,2023-08-17,2810,2023-08-09,2023-08-16,hessen,Hessischer Landtag,civey,Civey,spiegel-online,Spiegel Online,,,6.0,,,,,,29.0,19.0,,,3.0,,,8.0,,,,,,20.0,,,15.0,
3128,2023-08-15,2501,2023-08-08,2023-08-14,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,7.0,,,,25.0,,,15.0,,,4.0,,,11.0,,,,,,17.0,,,21.0,
3129,2023-08-14,1003,2023-08-10,2023-08-14,brandenburg,Brandenburgischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,2.0,,,7.0,,,15.0,7.0,,,8.0,,,6.0,,,,,,25.0,,,30.0,
3127,2023-08-14,2002,2023-08-11,2023-08-14,bundestag,Bundestag,insa,INSA,bild,BILD,,,7.0,,,,26.0,,,13.5,,,4.5,,,8.5,,,,,,19.5,,,21.0,
3126,2023-08-12,1200,2023-08-07,2023-08-11,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,26.0,,,13.0,,,5.0,,,8.0,,,,,,20.0,,,21.0,
3125,2023-08-12,1330,2023-08-01,2023-08-08,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,6.0,,,,27.0,,,16.0,,,6.0,,,8.0,,,,,,19.0,,,18.0,
3123,2023-08-10,5502,2023-07-26,2023-08-09,bayern,Bayerischer Landtag,civey,Civey,augsburger-allgemeine,Augsburger Allgemeine,,,4.0,,,,,,,16.0,,,2.0,,,5.0,11.0,,,,,11.0,,,12.0,39.0
3122,2023-08-09,1002,2023-08-02,2023-08-08,bayern,Bayerischer Landtag,gms,GMS,sat-1-bayern-antenne-bayern,SAT.1 Bayern / Antenne Bayern,,,4.0,,,,,,,14.0,,,3.0,1.0,,4.0,12.0,,,,,9.0,,,14.0,39.0
3121,2023-08-09,1000,2023-08-04,2023-08-06,bundestag,Bundestag,ipsos,Ipsos,ipsos,Ipsos,,,8.0,,,,26.0,,,15.0,,,5.0,,,7.0,,,,,,17.0,,,22.0,
3120,2023-08-09,1004,2023-08-02,2023-08-08,bundestag,Bundestag,gms,GMS,gms,GMS,,,7.0,,,,27.0,,,14.0,,,4.0,,,10.0,,,,,,17.0,,,21.0,
3119,2023-08-08,783,2023-08-01,2023-08-07,saarland,Saarländischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.0,,,,,,23.0,4.5,,,1.0,,,8.5,,,,,,35.0,,,23.0,
3118,2023-08-08,2502,2023-08-01,2023-08-07,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,7.0,,,,25.0,,,15.0,,,4.0,,,11.0,,,,,,17.0,,,21.0,
3117,2023-08-07,2004,2023-08-04,2023-08-07,bundestag,Bundestag,insa,INSA,bild,BILD,,,7.5,,,,27.0,,,14.5,,,4.5,,,7.0,,,,,,19.0,,,20.5,
3124,2023-08-06,2400,2023-07-23,2023-08-06,sachsen,Sächsischer Landtag,civey,Civey,saechsische-zeitung,Sächsische Zeitung,,,1.0,,,,,,34.0,9.0,,,10.0,,,3.0,4.0,,,,,9.0,,,30.0,
3116,2023-08-06,1203,2023-07-31,2023-08-04,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,27.0,,,14.0,,,5.0,,,7.0,,,,,,19.0,,,21.0,
3115,2023-08-05,1310,2023-07-19,2023-08-02,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,6.0,,,,27.0,,,16.0,,,5.0,,,8.0,,,,,,19.0,,,19.0,
3114,2023-08-04,1756,2023-07-25,2023-08-02,bundestag,Bundestag,yougov,YouGov,yougov,YouGov,,,5.0,,,,27.0,,,14.0,,,6.0,,,7.0,1.0,,,,,17.0,,,23.0,
3112,2023-08-03,1000,2023-07-25,2023-08-02,berlin,Berliner Abgeordnetenhaus,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,4.0,,,,,,24.5,16.5,,,13.5,,,9.5,,,,,,16.0,,,16.0,
3111,2023-08-03,10020,2023-07-27,2023-08-03,bundestag,Bundestag,civey,Civey,spiegel-online,Spiegel Online,,,7.0,,,,26.0,,,15.0,,,5.0,,,9.0,,,,,,19.0,,,19.0,
3110,2023-08-03,1297,2023-07-31,2023-08-02,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,7.0,,,,27.0,,,15.0,,,4.0,,,9.0,,,,,,17.0,,,21.0,
3113,2023-08-02,1012,2023-07-24,2023-07-28,bayern,Bayerischer Landtag,forsa,Forsa,sueddeutsche-zeitung,Süddeutsche Zeitung,,,4.0,,,,,,,14.0,,,2.0,,,5.0,14.0,,,,,9.0,,,13.0,39.0
3108,2023-08-01,2500,2023-07-25,2023-07-31,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,6.0,,,,25.0,,,15.0,,,5.0,,,11.0,,,,,,17.0,,,21.0,
3109,2023-07-31,1001,2023-07-31,2023-07-31,europaeisches-parlament,Europäisches Parlament,insa,INSA,bild,BILD,,,7.0,,,,26.0,,,15.0,,,5.0,,,6.0,,,,,,19.0,,,23.0,
3107,2023-07-31,1042,2023-07-27,2023-07-31,bayern,Bayerischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,3.0,,,,,,,13.5,,,,,,6.5,10.5,,,,,10.0,,,16.5,40.0
3106,2023-07-31,2003,2023-07-28,2023-07-31,bundestag,Bundestag,insa,INSA,bild,BILD,,,6.5,,,,26.5,,,14.0,,,5.0,,,8.0,,,,,,18.5,,,21.5,
3105,2023-07-29,1200,2023-07-24,2023-07-28,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,26.0,,,14.0,,,5.0,,,8.0,,,,,,18.0,,,22.0,
3104,2023-07-29,1402,2023-07-13,2023-07-19,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,6.0,,,,27.0,,,16.0,,,5.0,,,8.0,,,,,,18.0,,,20.0,
3103,2023-07-28,1525,2023-07-26,2023-07-27,bundestag,Bundestag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,7.0,,,,25.0,,,13.0,,,4.5,,,9.5,,,,,,20.5,,,20.5,
3102,2023-07-27,1011,2023-07-07,2023-07-19,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,7.0,,,,29.0,,,16.0,,,4.0,,,7.0,,,,,,19.0,,,18.0,
3101,2023-07-27,810,2023-07-17,2023-07-24,bayern,Bayerischer Landtag,insa,INSA,bild,BILD,,,5.0,,,,,,,15.0,,,2.0,,,4.0,11.0,,,,,11.0,,,14.0,38.0
3100,2023-07-25,2006,2023-07-21,2023-07-24,bundestag,Bundestag,insa,INSA,bild,BILD,,,7.5,,,,26.5,,,14.0,,,4.5,,,7.5,,,,,,18.5,,,21.5,
3099,2023-07-25,2504,2023-07-18,2023-07-24,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,6.0,,,,27.0,,,14.0,,,5.0,,,11.0,,,,,,18.0,,,19.0,
3098,2023-07-24,1000,2023-07-17,2023-07-24,baden-wuerttemberg,Landtag von Baden-Württemberg,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,7.0,,,,,,24.0,25.5,,,2.0,,,6.5,3.0,,,,,11.0,,,21.0,
3097,2023-07-23,1015,2023-07-18,2023-07-23,hessen,Hessischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.0,,,,,,25.5,16.0,,,2.0,,,6.0,5.5,,,,,20.0,,,20.0,
3096,2023-07-22,1403,2023-07-12,2023-07-18,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,7.0,,,,26.0,,,16.0,,,5.0,,,8.0,,,,,,18.0,,,20.0,
3095,2023-07-22,1266,2023-07-17,2023-07-21,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,7.0,,,,26.0,,,14.0,,,5.0,,,8.0,,,,,,18.0,,,22.0,
