institute,date,election,sample_size,election_date,days_to_election,cdu,spd,fdp,gru,lin,afd,oth
gms,2009-03-17,2009.0,1012.0,2009-09-27,194.0,35.0,26.0,16.0,11.0,9.0,,3.0
gms,2005-10-17,2009.0,1014.0,2009-09-27,1441.0,38.0,34.0,9.0,8.0,7.0,,4.0
fgruppe_wahlen,2006-05-19,2009.0,1164.0,2009-09-27,1227.0,41.0,32.0,9.0,8.0,7.0,,3.0
fgruppe_wahlen,2008-11-07,2009.0,1171.0,2009-09-27,324.0,40.0,25.0,11.0,9.0,10.0,,5.0
fgruppe_wahlen,2007-07-20,2009.0,1174.0,2009-09-27,800.0,40.0,29.0,9.0,8.0,10.0,,4.0
fgruppe_wahlen,2007-02-09,2009.0,1185.0,2009-09-27,961.0,37.0,30.0,10.0,10.0,8.0,,5.0
fgruppe_wahlen,2008-05-09,2009.0,1191.0,2009-09-27,506.0,40.0,27.0,8.0,9.0,11.0,,5.0
fgruppe_wahlen,2006-04-28,2009.0,1194.0,2009-09-27,1248.0,42.0,31.0,8.0,7.0,8.0,,4.0
emnid,2007-07-04,2009.0,3211.0,2009-09-27,816.0,36.0,26.0,10.0,10.0,14.0,,4.0
gms,2008-05-22,2009.0,1000.0,2009-09-27,493.0,36.0,25.0,12.0,11.0,13.0,,3.0
emnid,2008-07-08,2009.0,3212.0,2009-09-27,446.0,36.0,25.0,11.0,10.0,14.0,,4.0
emnid,2006-08-16,2009.0,3213.0,2009-09-27,1138.0,31.0,29.0,13.0,10.0,11.0,,6.0
emnid,2009-02-10,2009.0,5115.0,2009-09-27,229.0,33.0,24.0,16.0,11.0,12.0,,4.0
emnid,2009-02-04,2009.0,5120.0,2009-09-27,235.0,34.0,24.0,16.0,11.0,12.0,,3.0
emnid,2006-08-02,2009.0,3220.0,2009-09-27,1152.0,33.0,30.0,12.0,10.0,10.0,,5.0
emnid,2007-10-23,2009.0,3221.0,2009-09-27,705.0,39.0,28.0,9.0,9.0,11.0,,4.0
fgruppe_wahlen,2008-04-18,2009.0,1210.0,2009-09-27,527.0,40.0,27.0,8.0,9.0,11.0,,5.0
allensbach,2005-10-19,2009.0,2000.0,2009-09-27,1439.0,36.4,33.2,9.6,8.3,9.1,,3.4000000000000057
allensbach,2006-06-21,2009.0,2000.0,2009-09-27,1194.0,35.3,30.5,11.5,9.2,10.3,,3.200000000000003
fgruppe_wahlen,2007-06-22,2009.0,1306.0,2009-09-27,828.0,38.0,31.0,9.0,8.0,10.0,,4.0
fgruppe_wahlen,2006-11-24,2009.0,1310.0,2009-09-27,1038.0,36.0,31.0,10.0,10.0,8.0,,5.0
emnid,2009-07-29,2009.0,2798.0,2009-09-27,60.0,35.0,24.0,15.0,11.0,11.0,,4.0
emnid,2006-07-26,2009.0,3212.0,2009-09-27,1159.0,33.0,31.0,12.0,10.0,10.0,,4.0
emnid,2008-07-02,2009.0,3175.0,2009-09-27,452.0,35.0,26.0,12.0,10.0,13.0,,4.0
infratest_dimap,2006-10-19,2009.0,1000.0,2009-09-27,1074.0,32.0,32.0,12.0,11.0,9.0,,4.0
gms,2006-05-23,2009.0,1008.0,2009-09-27,1223.0,39.0,30.0,10.0,9.0,9.0,,3.0
gms,2006-08-25,2009.0,1009.0,2009-09-27,1129.0,32.0,30.0,13.0,11.0,8.0,,6.0
emnid,2008-06-11,2009.0,3197.0,2009-09-27,473.0,33.0,24.0,13.0,11.0,15.0,,4.0
infratest_dimap,2007-04-19,2009.0,1000.0,2009-09-27,892.0,36.0,31.0,10.0,11.0,8.0,,4.0
emnid,2006-10-18,2009.0,3670.0,2009-09-27,1075.0,29.0,31.0,13.0,11.0,10.0,,6.0
emnid,2009-04-21,2009.0,3671.0,2009-09-27,159.0,34.0,28.0,13.0,10.0,11.0,,4.0
emnid,2007-11-27,2009.0,3673.0,2009-09-27,670.0,37.0,28.0,9.0,10.0,12.0,,4.0
infratest_dimap,2009-04-09,2009.0,1000.0,2009-09-27,171.0,34.0,27.0,14.0,11.0,10.0,,4.0
emnid,2009-06-17,2009.0,3674.0,2009-09-27,102.0,35.0,26.0,14.0,12.0,10.0,,3.0
emnid,2009-06-30,2009.0,3205.0,2009-09-27,89.0,35.0,24.0,14.0,12.0,11.0,,4.0
emnid,2007-02-06,2009.0,3206.0,2009-09-27,964.0,34.0,30.0,12.0,11.0,9.0,,4.0
emnid,2009-06-03,2009.0,3206.0,2009-09-27,116.0,34.0,26.0,14.0,11.0,11.0,,4.0
emnid,2009-05-12,2009.0,3207.0,2009-09-27,138.0,34.0,28.0,13.0,10.0,11.0,,4.0
emnid,2008-08-20,2009.0,3208.0,2009-09-27,403.0,36.0,24.0,12.0,10.0,14.0,,4.0
fgruppe_wahlen,2006-03-10,2009.0,1277.0,2009-09-27,1297.0,41.0,32.0,8.0,7.0,8.0,,4.0
fgruppe_wahlen,2006-01-27,2009.0,1279.0,2009-09-27,1339.0,41.0,33.0,8.0,7.0,8.0,,3.0
fgruppe_wahlen,2005-10-14,2009.0,1280.0,2009-09-27,1444.0,38.0,35.0,8.0,7.0,8.0,,4.0
emnid,2008-06-24,2009.0,3216.0,2009-09-27,460.0,34.0,25.0,13.0,10.0,14.0,,4.0
emnid,2007-07-25,2009.0,3217.0,2009-09-27,795.0,37.0,27.0,9.0,10.0,13.0,,4.0
emnid,2007-11-14,2009.0,5085.0,2009-09-27,683.0,37.0,28.0,10.0,10.0,11.0,,4.0
infratest_dimap,2006-03-16,2009.0,1000.0,2009-09-27,1291.0,40.0,30.0,9.0,9.0,8.0,,4.0
infratest_dimap,2006-03-24,2009.0,1000.0,2009-09-27,1283.0,41.0,31.0,8.0,9.0,8.0,,3.0
fgruppe_wahlen,2008-05-30,2009.0,1224.0,2009-09-27,485.0,40.0,25.0,9.0,10.0,11.0,,5.0
fgruppe_wahlen,2009-07-24,2009.0,1224.0,2009-09-27,65.0,36.0,24.0,14.0,11.0,9.0,,6.0
fgruppe_wahlen,2005-11-11,2009.0,1230.0,2009-09-27,1416.0,36.0,33.0,9.0,9.0,9.0,,4.0
fgruppe_wahlen,2008-04-04,2009.0,1230.0,2009-09-27,541.0,39.0,28.0,9.0,9.0,11.0,,4.0
fgruppe_wahlen,2009-03-06,2009.0,1319.0,2009-09-27,205.0,37.0,24.0,15.0,10.0,10.0,,4.0
emnid,2009-07-15,2009.0,4189.0,2009-09-27,74.0,36.0,23.0,13.0,12.0,11.0,,5.0
fgruppe_wahlen,2008-10-24,2009.0,1327.0,2009-09-27,338.0,38.0,25.0,11.0,9.0,11.0,,6.0
fgruppe_wahlen,2005-12-09,2009.0,1237.0,2009-09-27,1388.0,38.0,34.0,9.0,8.0,8.0,,3.0
fgruppe_wahlen,2009-03-27,2009.0,1245.0,2009-09-27,184.0,37.0,25.0,15.0,9.0,10.0,,4.0
fgruppe_wahlen,2006-01-13,2009.0,1249.0,2009-09-27,1353.0,39.0,33.0,9.0,8.0,8.0,,3.0
gms,2006-11-27,2009.0,1009.0,2009-09-27,1035.0,32.0,30.0,12.0,10.0,9.0,,7.0
emnid,2009-06-23,2009.0,4142.0,2009-09-27,96.0,36.0,24.0,14.0,11.0,11.0,,4.0
gms,2008-10-22,2009.0,1001.0,2009-09-27,340.0,37.0,25.0,12.0,10.0,12.0,,4.0
fgruppe_wahlen,2007-04-20,2009.0,1251.0,2009-09-27,891.0,37.0,32.0,9.0,10.0,8.0,,4.0
fgruppe_wahlen,2008-06-13,2009.0,1257.0,2009-09-27,471.0,39.0,26.0,10.0,10.0,11.0,,4.0
fgruppe_wahlen,2005-10-07,2009.0,1259.0,2009-09-27,1451.0,39.0,34.0,7.0,7.0,9.0,,4.0
infratest_dimap,2007-07-12,2009.0,1000.0,2009-09-27,808.0,38.0,28.0,9.0,11.0,11.0,,3.0
infratest_dimap,2007-08-10,2009.0,1000.0,2009-09-27,779.0,38.0,28.0,10.0,10.0,10.0,,4.0
forsa,2006-10-25,2009.0,2503.0,2009-09-27,1068.0,30.0,29.0,14.0,11.0,10.0,,6.0
infratest_dimap,2005-11-24,2009.0,1000.0,2009-09-27,1403.0,35.0,34.0,10.0,9.0,9.0,,3.0
infratest_dimap,2006-01-12,2009.0,1000.0,2009-09-27,1354.0,39.0,32.0,8.0,9.0,9.0,,3.0
infratest_dimap,2006-01-26,2009.0,1000.0,2009-09-27,1340.0,40.0,33.0,7.0,8.0,9.0,,3.0
infratest_dimap,2006-02-09,2009.0,1000.0,2009-09-27,1326.0,41.0,31.0,8.0,8.0,8.0,,4.0
forsa,2008-04-09,2009.0,2503.0,2009-09-27,536.0,38.0,24.0,11.0,10.0,13.0,,4.0
forsa,2008-04-29,2009.0,2503.0,2009-09-27,516.0,38.0,23.0,10.0,10.0,14.0,,5.0
infratest_dimap,2007-11-01,2009.0,1500.0,2009-09-27,696.0,40.0,30.0,8.0,8.0,10.0,,4.0
infratest_dimap,2006-03-31,2009.0,1000.0,2009-09-27,1276.0,41.0,31.0,9.0,8.0,8.0,,3.0
fgruppe_wahlen,2008-11-21,2009.0,1301.0,2009-09-27,310.0,39.0,25.0,11.0,10.0,10.0,,5.0
fgruppe_wahlen,2006-11-10,2009.0,1303.0,2009-09-27,1052.0,35.0,31.0,11.0,9.0,8.0,,6.0
fgruppe_wahlen,2007-11-23,2009.0,1303.0,2009-09-27,674.0,40.0,31.0,6.0,9.0,9.0,,5.0
infratest_dimap,2009-03-20,2009.0,1000.0,2009-09-27,191.0,33.0,27.0,16.0,10.0,10.0,,4.0
infratest_dimap,2008-03-06,2009.0,1500.0,2009-09-27,570.0,39.0,28.0,8.0,10.0,12.0,,3.0
infratest_dimap,2008-04-03,2009.0,1500.0,2009-09-27,542.0,37.0,26.0,10.0,11.0,12.0,,4.0
infratest_dimap,2008-05-01,2009.0,1500.0,2009-09-27,514.0,37.0,27.0,10.0,10.0,12.0,,4.0
infratest_dimap,2008-07-03,2009.0,1500.0,2009-09-27,451.0,36.0,25.0,12.0,11.0,13.0,,3.0
infratest_dimap,2008-09-04,2009.0,1500.0,2009-09-27,388.0,36.0,26.0,11.0,10.0,13.0,,4.0
emnid,2009-06-10,2009.0,4133.0,2009-09-27,109.0,35.0,25.0,14.0,12.0,10.0,,4.0
infratest_dimap,2009-03-05,2009.0,1500.0,2009-09-27,206.0,32.0,27.0,17.0,11.0,10.0,,3.0
infratest_dimap,2009-05-07,2009.0,1500.0,2009-09-27,143.0,34.0,27.0,14.0,11.0,10.0,,4.0
infratest_dimap,2009-07-02,2009.0,1500.0,2009-09-27,87.0,35.0,23.0,15.0,13.0,10.0,,4.0
gms,2009-05-14,2009.0,1002.0,2009-09-27,136.0,35.0,28.0,14.0,11.0,9.0,,3.0
gms,2009-09-18,2009.0,1002.0,2009-09-27,9.0,36.0,25.0,13.0,11.0,11.0,,4.0
forsa,2009-01-07,2009.0,1003.0,2009-09-27,263.0,37.0,23.0,13.0,10.0,11.0,,6.0
gms,2006-06-21,2009.0,1003.0,2009-09-27,1194.0,37.0,30.0,11.0,10.0,9.0,,3.0
gms,2008-07-24,2009.0,1003.0,2009-09-27,430.0,35.0,27.0,11.0,12.0,11.0,,4.0
gms,2008-08-25,2009.0,1003.0,2009-09-27,398.0,38.0,23.0,12.0,11.0,13.0,,3.0
gms,2008-09-23,2009.0,1003.0,2009-09-27,369.0,38.0,25.0,11.0,9.0,12.0,,5.0
gms,2009-02-17,2009.0,1003.0,2009-09-27,222.0,37.0,27.0,14.0,10.0,9.0,,3.0
infratest_dimap,2006-02-02,2009.0,1536.0,2009-09-27,1333.0,40.0,32.0,8.0,7.0,9.0,,4.0
infratest_dimap,2006-03-02,2009.0,1536.0,2009-09-27,1305.0,41.0,30.0,9.0,10.0,7.0,,3.0
infratest_dimap,2009-08-06,2009.0,1541.0,2009-09-27,52.0,35.0,23.0,16.0,13.0,10.0,,3.0
infratest_dimap,2006-05-12,2009.0,1663.0,2009-09-27,1234.0,38.0,31.0,9.0,9.0,9.0,,4.0
infratest_dimap,2006-01-05,2009.0,1672.0,2009-09-27,1361.0,39.0,31.0,9.0,9.0,9.0,,3.0
infratest_dimap,2006-04-06,2009.0,1692.0,2009-09-27,1270.0,40.0,30.0,10.0,9.0,8.0,,3.0
allensbach,2007-01-23,2009.0,1800.0,2009-09-27,978.0,34.7,29.8,12.4,10.1,9.9,,3.0999999999999943
allensbach,2009-07-21,2009.0,1800.0,2009-09-27,68.0,36.5,24.0,13.5,12.0,10.0,,4.0
allensbach,2006-07-19,2009.0,2000.0,2009-09-27,1166.0,36.6,28.2,12.1,9.2,9.2,,4.700000000000003
emnid,2006-06-27,2009.0,3569.0,2009-09-27,1188.0,34.0,31.0,11.0,10.0,10.0,,4.0
fgruppe_wahlen,2006-04-07,2009.0,1234.0,2009-09-27,1269.0,41.0,32.0,7.0,8.0,8.0,,4.0
fgruppe_wahlen,2007-06-01,2009.0,1234.0,2009-09-27,849.0,39.0,31.0,8.0,8.0,9.0,,5.0
allensbach,2007-02-21,2009.0,2000.0,2009-09-27,949.0,34.3,30.8,12.7,9.9,9.2,,3.1000000000000085
allensbach,2007-07-17,2009.0,2000.0,2009-09-27,803.0,37.0,28.3,9.4,9.7,12.5,,3.0999999999999943
allensbach,2007-08-14,2009.0,2000.0,2009-09-27,775.0,36.8,27.1,10.5,10.3,11.1,,4.200000000000003
infratest_dimap,2008-06-05,2009.0,1500.0,2009-09-27,479.0,34.0,24.0,13.0,12.0,14.0,,3.0
allensbach,2008-02-19,2009.0,2000.0,2009-09-27,586.0,34.8,28.3,11.8,8.9,11.8,,4.400000000000006
allensbach,2008-05-20,2009.0,2000.0,2009-09-27,495.0,35.2,28.2,11.3,9.7,11.9,,3.700000000000003
allensbach,2008-08-19,2009.0,2000.0,2009-09-27,404.0,36.1,26.5,11.3,9.5,13.0,,3.5999999999999943
emnid,2006-07-19,2009.0,3674.0,2009-09-27,1166.0,33.0,30.0,13.0,10.0,10.0,,4.0
forsa,2005-10-12,2009.0,2001.0,2009-09-27,1446.0,36.0,34.0,10.0,8.0,9.0,,3.0
forsa,2006-06-13,2009.0,2001.0,2009-09-27,1202.0,35.0,28.0,12.0,9.0,10.0,,6.0
forsa,2006-10-11,2009.0,2001.0,2009-09-27,1082.0,29.0,30.0,15.0,10.0,10.0,,6.0
forsa,2007-05-09,2009.0,2001.0,2009-09-27,872.0,37.0,26.0,12.0,10.0,10.0,,5.0
forsa,2008-04-02,2009.0,2001.0,2009-09-27,543.0,38.0,23.0,11.0,10.0,14.0,,4.0
allensbach,2008-04-22,2009.0,,2009-09-27,523.0,36.4,26.8,11.0,10.6,11.7,,3.5
allensbach,2008-07-22,2009.0,,2009-09-27,432.0,36.3,26.8,11.4,10.1,12.0,,3.4000000000000057
allensbach,2008-09-17,2009.0,,2009-09-27,375.0,36.2,26.6,11.3,10.300000190734863,11.5,,4.099998474121094
allensbach,2008-10-21,2009.0,,2009-09-27,341.0,35.5,25.8,12.2,10.300000190734863,12.6,,3.6000003814697266
allensbach,2008-12-17,2009.0,,2009-09-27,284.0,36.9,25.9,11.3,9.699999809265137,12.5,,3.6999988555908203
allensbach,2009-04-21,2009.0,,2009-09-27,159.0,37.5,24.5,13.5,10.5,10.0,,4.0
allensbach,2009-05-19,2009.0,,2009-09-27,131.0,36.5,26.0,13.5,10.5,9.5,,4.0
allensbach,2009-08-18,2009.0,,2009-09-27,40.0,36.5,23.0,14.5,13.0,9.0,,4.0
allensbach,2009-09-01,2009.0,,2009-09-27,26.0,35.5,23.0,14.0,13.5,9.5,,4.5
allensbach,2009-09-09,2009.0,,2009-09-27,18.0,35.0,22.5,13.0,13.0,11.5,,5.0
allensbach,2009-09-15,2009.0,,2009-09-27,12.0,36.0,22.5,12.5,12.0,12.0,,5.0
allensbach,2006-08-16,2009.0,2000.0,2009-09-27,1138.0,33.3,29.3,12.5,9.9,10.3,,4.700000000000003
fgruppe_wahlen,2008-03-14,2009.0,1232.0,2009-09-27,562.0,40.0,29.0,8.0,9.0,10.0,,4.0
emnid,2008-10-01,2009.0,3619.0,2009-09-27,361.0,34.0,25.0,12.0,10.0,14.0,,5.0
emnid,2006-04-19,2009.0,3635.0,2009-09-27,1257.0,37.0,32.0,9.0,9.0,9.0,,4.0
emnid,2009-05-27,2009.0,4113.0,2009-09-27,123.0,34.0,27.0,14.0,10.0,11.0,,4.0
allensbach,2007-12-18,2009.0,2000.0,2009-09-27,649.0,37.9,28.0,10.4,9.5,10.6,,3.5999999999999943
emnid,2008-11-12,2009.0,4127.0,2009-09-27,319.0,35.0,26.0,13.0,9.0,13.0,,4.0
allensbach,2008-06-24,2009.0,2000.0,2009-09-27,460.0,35.0,25.6,11.9,10.7,12.8,,4.0
infratest_dimap,2007-03-08,2009.0,1000.0,2009-09-27,934.0,37.0,30.0,10.0,11.0,8.0,,4.0
emnid,2009-05-05,2009.0,3169.0,2009-09-27,145.0,36.0,26.0,14.0,9.0,11.0,,4.0
fgruppe_wahlen,2006-08-18,2009.0,1259.0,2009-09-27,1136.0,36.0,30.0,12.0,9.0,7.0,,6.0
fgruppe_wahlen,2006-02-17,2009.0,1260.0,2009-09-27,1318.0,41.0,32.0,8.0,8.0,7.0,,4.0
fgruppe_wahlen,2007-05-18,2009.0,1260.0,2009-09-27,863.0,38.0,32.0,8.0,9.0,9.0,,4.0
fgruppe_wahlen,2007-10-19,2009.0,1260.0,2009-09-27,709.0,40.0,31.0,7.0,8.0,9.0,,5.0
fgruppe_wahlen,2009-08-21,2009.0,1262.0,2009-09-27,37.0,37.0,23.0,14.0,12.0,9.0,,5.0
fgruppe_wahlen,2008-08-15,2009.0,1263.0,2009-09-27,408.0,40.0,25.0,9.0,10.0,11.0,,5.0
forsa,2006-11-15,2009.0,2503.0,2009-09-27,1047.0,29.0,29.0,15.0,10.0,11.0,,6.0
forsa,2007-01-24,2009.0,2503.0,2009-09-27,977.0,34.0,27.0,14.0,10.0,9.0,,6.0
forsa,2007-04-30,2009.0,2503.0,2009-09-27,881.0,37.0,26.0,11.0,10.0,11.0,,5.0
forsa,2007-05-30,2009.0,2503.0,2009-09-27,851.0,36.0,26.0,10.0,11.0,12.0,,5.0
forsa,2007-07-04,2009.0,2503.0,2009-09-27,816.0,37.0,24.0,10.0,10.0,14.0,,5.0
infratest_dimap,2008-01-10,2009.0,1500.0,2009-09-27,626.0,39.0,30.0,9.0,9.0,9.0,,4.0
infratest_dimap,2008-02-07,2009.0,1500.0,2009-09-27,598.0,38.0,30.0,9.0,9.0,11.0,,3.0
emnid,2006-06-20,2009.0,4115.0,2009-09-27,1195.0,35.0,31.0,11.0,9.0,10.0,,4.0
emnid,2007-09-11,2009.0,4117.0,2009-09-27,747.0,37.0,27.0,10.0,10.0,12.0,,4.0
emnid,2006-11-14,2009.0,4121.0,2009-09-27,1048.0,31.0,30.0,12.0,11.0,11.0,,5.0
infratest_dimap,2006-12-14,2009.0,1000.0,2009-09-27,1018.0,34.0,31.0,11.0,12.0,8.0,,4.0
emnid,2006-09-13,2009.0,4136.0,2009-09-27,1110.0,31.0,29.0,13.0,11.0,11.0,,5.0
emnid,2007-08-01,2009.0,4142.0,2009-09-27,788.0,37.0,27.0,10.0,9.0,13.0,,4.0
emnid,2008-12-17,2009.0,4148.0,2009-09-27,284.0,36.0,24.0,12.0,11.0,13.0,,4.0
emnid,2008-12-09,2009.0,4151.0,2009-09-27,292.0,35.0,25.0,12.0,11.0,13.0,,4.0
emnid,2007-03-27,2009.0,4154.0,2009-09-27,915.0,35.0,30.0,10.0,11.0,9.0,,5.0
emnid,2009-03-10,2009.0,4154.0,2009-09-27,201.0,33.0,26.0,16.0,10.0,11.0,,4.0
emnid,2006-04-25,2009.0,4161.0,2009-09-27,1251.0,37.0,31.0,10.0,9.0,9.0,,4.0
emnid,2008-04-08,2009.0,4177.0,2009-09-27,537.0,36.0,27.0,11.0,10.0,13.0,,3.0
emnid,2008-03-19,2009.0,4180.0,2009-09-27,557.0,37.0,25.0,10.0,10.0,14.0,,4.0
emnid,2009-01-21,2009.0,4193.0,2009-09-27,249.0,35.0,25.0,13.0,11.0,12.0,,4.0
emnid,2005-11-15,2009.0,4200.0,2009-09-27,1412.0,33.0,31.0,12.0,9.0,11.0,,4.0
infratest_dimap,2008-07-11,2009.0,1000.0,2009-09-27,443.0,37.0,24.0,11.0,12.0,12.0,,4.0
infratest_dimap,2008-08-22,2009.0,1000.0,2009-09-27,401.0,37.0,25.0,12.0,10.0,13.0,,3.0
infratest_dimap,2006-04-13,2009.0,1000.0,2009-09-27,1263.0,40.0,31.0,9.0,9.0,8.0,,3.0
infratest_dimap,2006-04-21,2009.0,1000.0,2009-09-27,1255.0,38.0,32.0,9.0,10.0,8.0,,3.0
emnid,2009-04-29,2009.0,3179.0,2009-09-27,151.0,35.0,27.0,14.0,10.0,10.0,,4.0
emnid,2008-09-02,2009.0,3186.0,2009-09-27,390.0,36.0,25.0,11.0,11.0,14.0,,3.0
emnid,2008-07-15,2009.0,3193.0,2009-09-27,439.0,34.0,27.0,12.0,10.0,13.0,,4.0
allensbach,2008-03-18,2009.0,,2009-09-27,558.0,36.0,27.5,10.8,9.9,12.2,,3.5999999999999943
emnid,2007-04-03,2009.0,5554.0,2009-09-27,908.0,36.0,30.0,10.0,10.0,10.0,,4.0
emnid,2009-01-27,2009.0,5570.0,2009-09-27,243.0,34.0,23.0,15.0,12.0,12.0,,4.0
emnid,2007-05-08,2009.0,5683.0,2009-09-27,873.0,36.0,30.0,10.0,11.0,9.0,,4.0
emnid,2008-05-06,2009.0,5905.0,2009-09-27,509.0,35.0,27.0,11.0,10.0,13.0,,4.0
emnid,2008-04-29,2009.0,5941.0,2009-09-27,516.0,36.0,27.0,10.0,11.0,13.0,,3.0
emnid,2006-12-05,2009.0,5967.0,2009-09-27,1027.0,33.0,29.0,11.0,11.0,11.0,,5.0
emnid,2007-03-06,2009.0,6001.0,2009-09-27,936.0,34.0,30.0,11.0,10.0,10.0,,5.0
emnid,2008-12-03,2009.0,4128.0,2009-09-27,298.0,34.0,25.0,13.0,11.0,13.0,,4.0
emnid,2006-06-07,2009.0,6387.0,2009-09-27,1208.0,34.0,30.0,12.0,9.0,10.0,,5.0
emnid,2006-11-28,2009.0,6402.0,2009-09-27,1034.0,32.0,30.0,12.0,10.0,11.0,,5.0
emnid,2006-04-04,2009.0,6450.0,2009-09-27,1272.0,38.0,30.0,9.0,9.0,9.0,,5.0
emnid,2006-05-03,2009.0,6471.0,2009-09-27,1243.0,37.0,31.0,10.0,8.0,10.0,,4.0
forsa,2007-10-29,2009.0,2503.0,2009-09-27,699.0,39.0,26.0,9.0,10.0,11.0,,5.0
forsa,2007-11-14,2009.0,2503.0,2009-09-27,683.0,39.0,26.0,10.0,8.0,12.0,,5.0
forsa,2007-12-19,2009.0,2503.0,2009-09-27,648.0,38.0,26.0,10.0,10.0,11.0,,5.0
gms,2008-06-27,2009.0,1006.0,2009-09-27,457.0,37.0,23.0,11.0,12.0,12.0,,5.0
gms,2008-12-17,2009.0,1006.0,2009-09-27,284.0,38.0,24.0,13.0,11.0,11.0,,3.0
gms,2009-06-18,2009.0,1006.0,2009-09-27,101.0,36.0,25.0,14.0,11.0,10.0,,4.0
forsa,2006-01-04,2009.0,1008.0,2009-09-27,1362.0,37.0,32.0,10.0,9.0,8.0,,4.0
forsa,2009-09-16,2009.0,1008.0,2009-09-27,11.0,37.0,,,11.0,10.0,,6.0
forsa,2007-12-05,2009.0,2500.0,2009-09-27,662.0,39.0,27.0,10.0,9.0,10.0,,5.0
forsa,2008-02-20,2009.0,2500.0,2009-09-27,585.0,35.0,29.0,9.0,9.0,13.0,,5.0
forsa,2008-04-23,2009.0,2500.0,2009-09-27,522.0,38.0,24.0,10.0,9.0,14.0,,5.0
gms,2007-01-30,2009.0,1009.0,2009-09-27,971.0,34.0,31.0,12.0,10.0,9.0,,4.0
gms,2007-02-23,2009.0,1009.0,2009-09-27,947.0,34.0,30.0,11.0,9.0,10.0,,6.0
gms,2007-06-25,2009.0,1009.0,2009-09-27,825.0,37.0,29.0,10.0,10.0,11.0,,3.0
gms,2006-03-17,2009.0,1010.0,2009-09-27,1290.0,40.0,29.0,10.0,9.0,8.0,,4.0
gms,2007-03-22,2009.0,1010.0,2009-09-27,920.0,36.0,30.0,10.0,10.0,9.0,,5.0
gms,2006-12-19,2009.0,1011.0,2009-09-27,1013.0,36.0,31.0,10.0,10.0,9.0,,4.0
gms,2007-12-21,2009.0,1011.0,2009-09-27,646.0,38.0,28.0,10.0,10.0,11.0,,3.0
emnid,2008-03-11,2009.0,5526.0,2009-09-27,565.0,37.0,27.0,9.0,10.0,13.0,,4.0
emnid,2006-03-07,2009.0,2636.0,2009-09-27,1300.0,38.0,30.0,9.0,9.0,9.0,,5.0
emnid,2007-08-21,2009.0,2749.0,2009-09-27,768.0,36.0,28.0,11.0,9.0,12.0,,4.0
emnid,2009-04-15,2009.0,2749.0,2009-09-27,165.0,34.0,27.0,14.0,10.0,11.0,,4.0
emnid,2007-09-18,2009.0,2750.0,2009-09-27,740.0,38.0,28.0,9.0,10.0,11.0,,4.0
fgruppe_wahlen,2007-03-16,2009.0,1235.0,2009-09-27,926.0,37.0,32.0,9.0,9.0,8.0,,5.0
emnid,2006-07-04,2009.0,2760.0,2009-09-27,1181.0,34.0,31.0,12.0,9.0,10.0,,4.0
emnid,2007-03-13,2009.0,2763.0,2009-09-27,929.0,35.0,29.0,11.0,11.0,9.0,,5.0
emnid,2006-11-22,2009.0,2768.0,2009-09-27,1040.0,31.0,30.0,13.0,10.0,11.0,,5.0
emnid,2008-10-08,2009.0,3134.0,2009-09-27,354.0,33.0,26.0,13.0,11.0,13.0,,4.0
emnid,2009-05-20,2009.0,4572.0,2009-09-27,130.0,35.0,27.0,13.0,11.0,10.0,,4.0
emnid,2009-03-24,2009.0,2265.0,2009-09-27,187.0,33.0,27.0,15.0,10.0,12.0,,3.0
emnid,2009-02-25,2009.0,4595.0,2009-09-27,214.0,33.0,24.0,17.0,11.0,12.0,,3.0
emnid,2009-02-17,2009.0,4666.0,2009-09-27,222.0,34.0,24.0,16.0,12.0,11.0,,3.0
emnid,2009-01-14,2009.0,4653.0,2009-09-27,256.0,36.0,26.0,12.0,10.0,12.0,,4.0
emnid,2009-01-07,2009.0,2324.0,2009-09-27,263.0,36.0,25.0,12.0,11.0,11.0,,5.0
emnid,2008-12-23,2009.0,3692.0,2009-09-27,278.0,35.0,26.0,12.0,11.0,12.0,,4.0
emnid,2006-05-30,2009.0,3847.0,2009-09-27,1216.0,35.0,30.0,12.0,10.0,10.0,,3.0
emnid,2008-11-06,2009.0,3663.0,2009-09-27,325.0,34.0,25.0,12.0,10.0,14.0,,5.0
emnid,2008-10-22,2009.0,4133.0,2009-09-27,340.0,33.0,26.0,13.0,10.0,14.0,,4.0
emnid,2007-01-24,2009.0,4124.0,2009-09-27,977.0,35.0,31.0,12.0,10.0,8.0,,4.0
fgruppe_wahlen,2009-05-29,2009.0,1348.0,2009-09-27,121.0,36.0,28.0,12.0,10.0,9.0,,5.0
fgruppe_wahlen,2007-12-14,2009.0,1352.0,2009-09-27,653.0,41.0,31.0,7.0,8.0,9.0,,4.0
fgruppe_wahlen,2007-08-17,2009.0,1267.0,2009-09-27,772.0,40.0,29.0,9.0,8.0,9.0,,5.0
fgruppe_wahlen,2008-12-12,2009.0,1268.0,2009-09-27,289.0,39.0,26.0,11.0,9.0,10.0,,5.0
fgruppe_wahlen,2005-10-28,2009.0,1269.0,2009-09-27,1430.0,37.0,35.0,9.0,8.0,8.0,,3.0
infratest_dimap,2006-10-05,2009.0,1500.0,2009-09-27,1088.0,30.0,33.0,13.0,10.0,9.0,,5.0
infratest_dimap,2006-11-02,2009.0,1500.0,2009-09-27,1060.0,31.0,31.0,13.0,12.0,9.0,,4.0
